linkId;CO;CO2_TOTAL;FC;HC;NMHC;NOx;NO2;PM;SO2;FC_MJ;CO2_rep;CO2e;PM2_5;PM2_5_non_exhaust;PM_non_exhaust;BC_exhaust;BC_non_exhaust;Benzene;PN;Pb;CH4;N2O;NH3
159418;0.059279790459107855;99.74127325234055;31.984196310291544;0.004407292363983371;0.0015444156445353458;0.33174628506697107;0.11644105029148397;0.006492856466234665;5.117469826704672E-4;1.3604639197987842;93.4803697175432;95.14101556692151;0.006492856466234665;0.011790602460819364;0.01607809480069015;0.00473952313669606;0.0011790602460819363;3.869461353050719E-5;9.325294673557133E12;0.0;0.0028628761835115496;0.005332449489182219;0.002251544164647575
11988;0.026312419724753552;43.232106654071394;13.863310832361929;0.0017048121586406447;5.466631321195493E-4;0.15138989572170675;0.05325100491129473;0.0026895900564350567;2.2181294360561744E-4;0.5896829013827624;40.51836967222324;41.22792244971664;0.0026895900564350567;0.004590879929966566;0.005968143840093341;0.001980464643932968;4.5908797004225817E-4;1.4851495830867052E-5;3.6267949633338394E12;0.0;0.0011581492560650804;0.002283911921739545;9.643464172316661E-4
78200;0.008198665694178296;13.794673513087425;4.4235603907193335;6.095486577964574E-4;2.135997354973573E-4;0.045882025990390166;0.01610432892939154;8.979916958995101E-4;7.077694435869906E-5;0.18815837203601163;12.928761966711232;13.158436870249725;8.979916958995101E-4;0.0016306941566518608;0.002223673924102272;6.554976906404385E-4;1.630694156651861E-4;5.3516417322847444E-6;1.28973083298829E12;0.0;3.959488481766383E-4;7.375021125126089E-4;3.113988386034727E-4
78202;0.012266947606387647;20.639765486770056;6.6185871665894584;9.120144335245348E-4;3.195906336252866E-4;0.06864926927057022;0.02409550121712558;0.0013435865658472258;1.0589736190913091E-4;0.2815249429072226;19.34417764755551;19.68782015150703;0.0013435865658472258;0.0024398652814805024;0.0033270891311036523;9.807639592993862E-4;2.4398652814805024E-4;8.00719424194965E-6;1.9297116317163972E12;0.0;5.924236889962807E-4;0.0011034600154774452;4.659188922108635E-4
11989;0.016362994788308674;26.884898586604645;8.621224701931746;0.0010601773899433116;3.39955278739248E-4;0.09414535419433316;0.03311538524204948;0.0016725846021197078;1.3793957675369665E-4;0.36670813034361677;25.197297653078653;25.6385496748086;0.0016725846021197078;0.002854946263156625;0.0037114300992794206;0.0012315983473241087;2.854946120409319E-4;9.235750699524147E-6;2.255407435123362E12;0.0;7.202222539513697E-4;0.0014203041477490058;5.997014172148203E-4
159420;0.018713251567737635;31.486000938971607;10.096667129065949;0.0013912797278978636;4.875361106628065E-4;0.10472458895419082;0.03675773227334924;0.002049643824731054;1.615466240952575E-4;0.4294668281188833;29.50957926169153;30.033806545621843;0.002049643824731054;0.0037220190603861956;0.005075480706072951;0.0014961572583372645;3.722019060386196E-4;1.2214989825449242E-5;2.943778711396355E12;0.0;9.037434480523723E-4;0.0016833303220286503;7.107601434250392E-4
41384;0.005468379730943632;9.853612347942862;3.159773948454885;4.1004243113760495E-4;1.3946644723192032E-4;0.03309060498466706;0.011646811172580828;6.427441661048384E-4;5.055636030863171E-5;0.13440257774502581;9.235085662745238;9.386476192993054;6.427441661048384E-4;0.001024316402987559;0.0012682014303998;4.729615599531295E-4;1.0243165005415114E-4;3.5997408447601697E-6;8.584747814062192E11;0.0;2.705759839056846E-4;4.853201336400677E-4;2.0491890586118885E-4
43560;0.683617625993079;103.10349244992636;33.06236543584554;0.050435234821103896;0.04681600780744237;0.3074403471931939;-0.019184823202395937;0.01836579683531058;5.288605973059773E-4;1.406324377634603;96.63152621127549;98.05812259365182;0.01836579683531058;0.00946305920934734;0.01171617011135382;0.011929744794616056;9.463060110591159E-4;5.790278969600775E-4;1.086194561649545E13;0.0;0.003619224013661526;0.004483588417337981;0.0018931257310956639
147440;0.06933867133858751;42.82818426810185;13.733783598485632;0.01991878739753626;0.01861185047126825;0.1084632836271086;-0.1418044521517745;0.015721718284452457;2.1982107478561312E-4;0.5841734042412295;40.13979496366985;40.63224066616822;0.015721718284452457;0.00325635057990094;0.004031672685577161;0.011783751301599614;3.2563508900295963E-4;2.2924074741353253E-4;5.918132174500995E12;0.0;0.0013069399262680198;0.0015428557953451327;6.514469513399494E-4
147442;0.02002209502446967;36.07832163673736;11.569294263492976;0.0015013420655198301;5.10646772279077E-4;0.12115896664437824;0.042643995388598976;0.0023533634098877555;1.8510862449123963E-4;0.49210576359886626;33.81362886199839;34.36793484138647;0.0023533634098877555;0.003750463823806328;0.00464343202172821;0.001731716113772674;3.750464180993393E-4;1.3180202693205354E-5;3.14324617073732E12;0.0;9.906952932407533E-4;0.0017769661784904887;7.502964328256469E-4
