scenario;CO;CO2_TOTAL;FC;HC;NMHC;NOx;NO2;PM;SO2;FC_MJ;CO2_rep;CO2e;PM2_5;PM2_5_non_exhaust;PM_non_exhaust;BC_exhaust;BC_non_exhaust;Benzene;PN;Pb;CH4;N2O;NH3
0;305.4858903128364;247914.21682132906;79499.05598410653;22.576089086823295;16.326696321951687;969.923455;293.75777880586503;20.846664770422496;1.271962427917522;3381.532413538268;232352.2803258351;235518.6242514094;20.846664770422496;20.607563556680034;29.524713731479356;13.742177258322396;2.0607563491377126;0.23821362911072816;1.8789758550952256E16;0;6.249392756755908;10.101076622677505;4.548546826378014
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;15.738202408159337;13721.97770569339;4400.248967417012;1.0928789119975209;0.7512014919438601;53.78649592020697;16.856747512355792;1.1108254078166018;0.070403268;1574.9715667901892;12860.629199361207;13034.332614497718;1.1108254078166018;22.55099511067982;32.80339634;0.733089435;2.2550996892758453;0.011353700761835159;1.0274379264937825E15;0;0.34167744352014073;0.5542354011100536;0.2512511045513549
3;11.868374005580197;18228.45023249816;5845.346664;0.9299532344972742;0.5566904544382059;87.10627283715459;29.188751877451224;1.436366319156764;0.093525122;1602.066331118885;17084.22310937164;17245.933011454013;1.436366319156764;22.50502128637975;32.89192371519266;0.8462153115569533;2.250502307948236;0.009317389;9.985359113778032E14;0;0.3732628158581698;0.5113369817460278;0.26898446826825034
4;257.92453811329443;247007.36279364387;79208.25345053223;19.686883478875234;13.566706108564171;985.0320949379735;307.2779895498934;20.076857413666605;1.2673142258177874;4008.273657858792;231502.3498265975;234596.9040654931;20.076857413666605;28.674122183220035;42.33898952402579;13.161236921245143;2.867412275324119;0.20471280288598992;1.82781495714564E16;0;6.120177367456011;9.871009172967046;4.484999291808749
